# z mu sigma
0.964436 19.135011 0.113220
0.964556 19.080925 0.113223
0.964798 19.022306 0.113229
0.965369 19.181455 0.113244
0.965491 19.184705 0.113247
0.965705 19.054453 0.113252
0.965791 18.991072 0.113255
0.965884 19.040670 0.113257
0.966156 19.122291 0.113264
0.966313 18.857040 0.113268
0.967253 18.896894 0.113292
0.967402 19.023619 0.113296
0.968428 19.179133 0.113323
0.968663 19.072621 0.113329
0.969074 19.205398 0.113339
0.969295 19.355047 0.113345
0.969752 19.200458 0.113357
0.969820 19.244384 0.113359
0.969914 19.223122 0.113361
0.970025 18.786375 0.113364
0.971096 18.995100 0.113392
0.971339 19.020967 0.113398
0.971607 19.017014 0.113405
0.973229 19.024965 0.113447
0.974087 18.958154 0.113469
0.975042 19.216649 0.113494
0.975655 19.061082 0.113510
0.975963 19.076942 0.113518
0.976096 19.020522 0.113521
0.976558 18.938967 0.113533
0.976743 18.910360 0.113538
0.976761 19.012642 0.113538
0.976822 19.148468 0.113540
0.977149 19.151609 0.113549
0.977571 19.131130 0.113559
0.977606 18.999371 0.113560
0.978008 19.025651 0.113571
0.978162 19.015333 0.113575
0.978335 19.185313 0.113579
0.978484 19.094071 0.113583
0.978505 19.006532 0.113584
0.979080 19.041658 0.113599
0.981936 19.207060 0.113673
0.982710 19.188342 0.113693
0.982825 19.112835 0.113696
0.982855 19.274027 0.113697
0.983397 19.091786 0.113711
0.983530 19.128260 0.113715
0.983537 19.116806 0.113715
0.984033 19.169379 0.113728
0.984105 18.955735 0.113730
0.984753 19.254199 0.113747
0.986011 19.187733 0.113780
0.986253 19.222161 0.113786
0.986284 18.881042 0.113787
0.987848 19.193891 0.113828
0.987894 19.103118 0.113829
0.988201 19.050373 0.113837
0.988231 19.047700 0.113838
0.988313 19.190473 0.113840
0.989046 19.075338 0.113859
0.989617 19.222749 0.113874
0.990902 19.079281 0.113908
0.991087 19.077678 0.113913
0.991283 19.340366 0.113918
0.991560 19.161967 0.113925
0.991677 19.270522 0.113928
0.992215 19.327532 0.113942
0.992269 19.155917 0.113944
0.992551 19.005887 0.113951
0.992751 19.233918 0.113957
0.992825 19.202239 0.113958
0.993600 19.073083 0.113979
0.993859 19.078733 0.113986
0.994680 19.105520 0.114007
0.994897 19.141458 0.114013
0.995028 19.195295 0.114016
0.995310 19.216712 0.114024
0.995412 18.982988 0.114027
0.995479 19.164093 0.114028
0.995773 19.093257 0.114036
0.997256 19.189168 0.114075
0.997420 18.886310 0.114080
0.997446 19.306500 0.114080
0.998238 19.172511 0.114101
0.998345 19.155420 0.114104
0.998409 19.004262 0.114106
0.999287 19.173540 0.114129
0.999470 19.083382 0.114134
0.999880 19.444982 0.114145
1.000154 19.182405 0.114152
1.000854 18.832311 0.114170
1.001136 19.215234 0.114178
1.001586 19.062078 0.114190
1.001918 19.104701 0.114199
1.002707 19.178737 0.114219
1.003552 19.096495 0.114242
1.003896 19.154657 0.114251
1.003930 19.084917 0.114252
1.004028 19.132531 0.114255
1.004190 19.333220 0.114259
1.004562 19.242237 0.114269
1.004944 19.330974 0.114279
1.005535 19.144174 0.114295
1.005848 19.332533 0.114303
1.005968 19.291719 0.114306
1.006260 19.151384 0.114314
1.006897 19.194573 0.114331
1.007365 19.047852 0.114343
1.008664 19.036050 0.114378
1.008729 19.271229 0.114380
1.008884 19.087387 0.114384
1.008890 18.985043 0.114384
1.008969 19.187404 0.114386
1.009532 19.287699 0.114401
1.010194 19.126267 0.114419
1.011400 19.105328 0.114451
1.011504 19.196858 0.114454
1.011755 19.216838 0.114460
1.011776 19.198498 0.114461
1.011864 19.189147 0.114463
1.012301 19.228969 0.114475
1.012579 19.301969 0.114482
1.012630 19.086944 0.114484
1.013139 19.192021 0.114497
1.013460 19.261178 0.114506
1.013517 19.437489 0.114507
1.015031 19.154030 0.114548
1.015122 19.147365 0.114550
1.015270 19.431493 0.114554
1.016021 19.083211 0.114574
1.016047 19.174078 0.114575
1.016302 19.125544 0.114582
1.016892 19.262385 0.114598
1.018484 19.539014 0.114640
1.018806 19.231612 0.114649
1.018873 19.256402 0.114651
1.019016 19.217830 0.114655
1.019819 19.122917 0.114676
1.020003 19.189183 0.114681
1.020051 18.977235 0.114682
1.021124 19.316039 0.114711
1.021758 19.265092 0.114728
1.021864 19.247682 0.114731
1.022153 19.103851 0.114739
1.022347 19.002243 0.114744
1.022378 19.204232 0.114745
1.022585 19.136829 0.114751
1.023531 19.108153 0.114776
1.024885 19.359602 0.114813
1.025407 19.276297 0.114827
1.025534 19.216374 0.114830
1.025700 19.202465 0.114834
1.025926 19.138471 0.114841
1.026553 19.033968 0.114858
1.026819 19.217864 0.114865
1.026909 19.376932 0.114867
1.027480 19.300501 0.114883
1.027838 19.231830 0.114892
1.027840 19.320423 0.114892
1.028118 19.077798 0.114900
1.028310 19.232240 0.114905
1.028560 19.336752 0.114912
1.028859 19.236582 0.114920
1.029089 19.273881 0.114926
1.030050 19.263405 0.114952
1.030508 19.228007 0.114964
1.030593 19.388523 0.114967
1.031547 19.276563 0.114993
1.031679 19.079284 0.114996
1.032559 19.187577 0.115020
1.032887 19.306685 0.115029
1.033055 19.184235 0.115034
1.033216 19.228573 0.115038
1.034384 19.365917 0.115070
1.034395 19.340261 0.115070
1.034464 19.362775 0.115072
1.035179 19.122597 0.115091
1.035400 19.229388 0.115097
1.035641 19.040029 0.115104
1.036182 19.281632 0.115118
1.036450 19.320780 0.115126
1.036726 19.363815 0.115133
1.036926 19.291389 0.115139
1.036947 19.294207 0.115139
1.037237 19.161695 0.115147
1.037877 19.456280 0.115165
1.038506 19.340903 0.115182
1.039091 19.201720 0.115198
1.039523 19.398689 0.115209
1.039900 19.315868 0.115220
1.039939 19.305912 0.115221
1.039996 19.241057 0.115222
1.040223 19.420494 0.115228
1.041604 19.201533 0.115266
1.042461 19.322721 0.115290
1.042528 19.422403 0.115291
1.043437 19.206169 0.115316
1.043567 19.356171 0.115320
1.043797 19.435101 0.115326
1.044727 19.324067 0.115351
1.045427 19.520807 0.115371
1.046426 19.178392 0.115398
1.046770 19.111311 0.115407
1.046900 19.310577 0.115411
1.046901 19.317610 0.115411
1.047095 19.258252 0.115416
1.048359 19.356752 0.115451
1.048447 19.160781 0.115453
1.049028 19.408346 0.115469
1.049052 19.370486 0.115470
1.050189 19.342791 0.115501
1.051474 19.075849 0.115537
1.053244 19.226354 0.115585
1.053569 19.275780 0.115594
1.053611 19.265684 0.115595
1.053697 19.308133 0.115598
1.054113 19.168191 0.115609
1.054239 19.213919 0.115613
1.054719 19.423807 0.115626
1.055364 19.238413 0.115644
1.056438 19.444899 0.115673
1.056802 19.233766 0.115683
1.056945 19.316666 0.115687
1.057274 19.333442 0.115696
1.057574 19.488755 0.115705
1.057660 19.091502 0.115707
1.057725 19.162983 0.115709
1.059075 19.308538 0.115746
1.059538 19.140460 0.115759
1.059793 19.467375 0.115766
1.060228 19.272606 0.115778
1.060764 19.450726 0.115793
1.061607 19.367015 0.115816
1.061671 19.276737 0.115818
1.061733 19.234664 0.115820
1.061797 19.319187 0.115821
1.061915 19.347147 0.115825
1.063118 19.287447 0.115858
1.063907 19.389513 0.115880
1.064460 19.444249 0.115895
1.064709 19.540380 0.115902
1.065078 19.327152 0.115912
1.065490 19.308165 0.115924
1.065801 19.404870 0.115932
1.066449 19.324760 0.115951
1.066919 19.258069 0.115964
1.066935 19.242905 0.115964
1.066959 19.587394 0.115965
1.067095 19.314175 0.115968
1.067614 19.355389 0.115983
1.067630 19.161654 0.115983
1.067943 19.447326 0.115992
1.068157 19.418930 0.115998
1.068194 19.384365 0.115999
1.068247 19.371657 0.116001
1.068335 19.329936 0.116003
1.069095 19.318590 0.116024
1.069188 19.327822 0.116027
1.069677 19.285351 0.116040
1.069909 19.601664 0.116047
1.070457 19.207985 0.116062
1.071283 19.421131 0.116085
1.071526 19.213797 0.116092
1.071650 19.480890 0.116095
1.071891 19.429166 0.116102
1.072713 19.206377 0.116125
1.073764 19.353542 0.116154
1.074105 19.442542 0.116164
1.074127 19.224280 0.116164
1.074366 19.457859 0.116171
1.074464 19.307789 0.116174
1.075005 19.494515 0.116189
1.075336 19.312559 0.116198
1.075847 19.354779 0.116213
1.075950 19.346761 0.116215
1.076226 19.363821 0.116223
1.076311 19.429223 0.116226
1.076330 19.427423 0.116226
1.076351 19.519128 0.116227
1.076475 19.474019 0.116230
1.076941 19.279783 0.116243
1.076969 19.475102 0.116244
1.077024 19.485497 0.116245
1.077327 19.379500 0.116254
1.078466 19.298027 0.116286
1.079470 19.434048 0.116314
1.079549 19.503357 0.116316
1.079939 19.261842 0.116327
1.080415 19.206166 0.116340
1.080873 19.358106 0.116353
1.081808 19.384335 0.116380
1.081874 19.350535 0.116381
1.082056 19.521919 0.116387
1.082140 19.252571 0.116389
1.082671 19.414018 0.116404
1.082807 19.280720 0.116408
1.082969 19.343255 0.116412
1.083279 19.437137 0.116421
1.083923 19.379888 0.116439
1.084078 19.443426 0.116443
1.084133 19.395218 0.116445
1.084734 19.433686 0.116462
1.085085 19.357430 0.116472
1.086109 19.475903 0.116501
1.086185 19.282910 0.116503
1.086214 19.510475 0.116504
1.086249 19.659698 0.116505
1.086715 19.448867 0.116518
1.087111 19.446551 0.116529
1.087119 19.326248 0.116529
1.087148 19.430326 0.116530
1.087251 19.379699 0.116533
1.087551 19.436868 0.116541
1.087905 19.347988 0.116551
1.087964 19.337253 0.116553
1.087978 19.336740 0.116553
1.088100 19.434775 0.116557
1.088353 19.241984 0.116564
1.088689 19.283724 0.116573
1.089426 19.423988 0.116594
1.089946 19.082395 0.116609
1.090416 19.259322 0.116622
1.090511 19.282122 0.116625
1.090538 19.427356 0.116626
1.090565 19.390696 0.116626
1.090906 19.389216 0.116636
1.092443 19.318452 0.116679
1.092570 19.339370 0.116683
1.092589 19.395718 0.116684
1.093011 19.369060 0.116695
1.093193 19.425366 0.116701
1.093800 19.397468 0.116718
1.093840 19.350925 0.116719
1.094131 19.354508 0.116727
1.094335 19.291522 0.116733
1.094382 19.304433 0.116734
1.094520 19.477181 0.116738
1.094760 19.332695 0.116745
1.095171 19.456802 0.116757
1.095606 19.650449 0.116769
1.095979 19.593580 0.116780
1.096491 19.321457 0.116794
1.096510 19.376177 0.116795
1.096677 19.357597 0.116799
1.096702 19.490094 0.116800
1.097258 19.452656 0.116816
1.097273 19.415139 0.116816
1.097337 19.389875 0.116818
1.097715 19.592486 0.116829
1.098402 19.510308 0.116848
1.098668 19.333832 0.116856
1.098856 19.276968 0.116861
1.099519 19.395015 0.116880
1.099636 19.465691 0.116883
1.099855 19.559417 0.116890
1.099960 19.472612 0.116893
1.100960 19.591749 0.116921
1.101203 19.552689 0.116928
1.101289 19.539896 0.116930
1.101324 19.431277 0.116931
1.101413 19.396399 0.116934
1.101598 19.614372 0.116939
1.101675 19.432194 0.116941
1.102411 19.270651 0.116962
1.102471 19.236651 0.116964
1.102607 19.570924 0.116968
1.102693 19.454027 0.116970
1.103255 19.247692 0.116986
1.103765 19.389487 0.117001
1.103886 19.304828 0.117004
1.104228 19.492118 0.117014
1.104248 19.404475 0.117015
1.104640 19.273254 0.117026
1.104935 19.381225 0.117034
1.105202 19.394790 0.117042
1.105596 19.408678 0.117053
1.105622 19.354840 0.117054
1.106079 19.391259 0.117067
1.106156 19.383705 0.117069
1.106369 19.549209 0.117075
1.107009 19.457368 0.117094
1.107257 19.432041 0.117101
1.107436 19.418883 0.117106
1.107864 19.459176 0.117118
1.107945 19.543901 0.117120
1.108170 19.451965 0.117127
1.108363 19.426927 0.117132
1.108839 19.339154 0.117146
1.108939 19.368379 0.117149
1.108956 19.434387 0.117149
1.109150 19.359746 0.117155
1.109319 19.397814 0.117160
1.109652 19.466321 0.117169
1.109780 19.430763 0.117173
1.109827 19.610435 0.117174
1.109978 19.380299 0.117178
1.110308 19.764593 0.117188
1.110343 19.433642 0.117189
1.110368 19.526280 0.117190
1.111054 19.301416 0.117209
1.111348 19.473292 0.117218
1.111538 19.567579 0.117223
1.111863 19.346202 0.117232
1.112937 19.383855 0.117263
1.113413 19.330400 0.117277
1.113571 19.389844 0.117281
1.113963 19.316130 0.117293
1.113977 19.401744 0.117293
1.114316 19.354825 0.117303
1.114335 19.307936 0.117303
1.114414 19.420344 0.117306
1.114652 19.390212 0.117312
1.114906 19.441516 0.117320
1.115109 19.530397 0.117326
1.115126 19.455225 0.117326
1.115857 19.337288 0.117347
1.116387 19.558703 0.117362
1.116687 19.294125 0.117371
1.116699 19.654767 0.117371
1.117038 19.415421 0.117381
1.117436 19.479201 0.117392
1.118429 19.577221 0.117421
1.118430 19.434025 0.117421
1.118473 19.520122 0.117422
1.118663 19.504631 0.117428
1.118722 19.406040 0.117429
1.118897 19.365921 0.117434
1.119005 19.349758 0.117438
1.119141 19.458358 0.117441
1.119827 19.405990 0.117461
1.119872 19.657549 0.117463
1.119965 19.359162 0.117465
1.120173 19.741733 0.117471
1.121527 19.545017 0.117510
1.121753 19.356350 0.117517
1.121895 19.341830 0.117521
1.122236 19.572092 0.117531
1.122655 19.599620 0.117543
1.122839 19.532541 0.117548
1.122961 19.538410 0.117552
1.122990 19.503648 0.117552
1.123274 19.493690 0.117561
1.123677 19.609898 0.117572
1.123717 19.291405 0.117573
1.123789 19.476089 0.117576
1.124004 19.568638 0.117582
1.124311 19.243194 0.117591
1.124324 19.352078 0.117591
1.124458 19.500383 0.117595
1.124620 19.423266 0.117600
1.125172 19.488569 0.117616
1.125193 19.704438 0.117616
1.125411 19.624008 0.117622
1.125470 19.424734 0.117624
1.126687 19.169201 0.117659
1.126831 19.430182 0.117664
1.126834 19.621397 0.117664
1.127118 19.674286 0.117672
1.127195 19.631417 0.117674
1.127299 19.559457 0.117677
1.127468 19.680962 0.117682
1.127746 19.491895 0.117690
1.128094 19.583874 0.117700
1.128330 19.412204 0.117707
1.128994 19.451830 0.117726
1.129949 19.467293 0.117754
1.130500 19.495682 0.117770
1.130572 19.407105 0.117772
1.130693 19.471998 0.117775
1.130819 19.371608 0.117779
1.130984 19.503458 0.117784
1.131030 19.518164 0.117785
1.131124 19.521070 0.117788
1.131589 19.738000 0.117801
1.131615 19.532253 0.117802
1.133253 19.630716 0.117850
1.133277 19.389895 0.117850
1.133628 19.612338 0.117861
1.133658 19.551259 0.117862
1.134119 19.600587 0.117875
1.134826 19.532343 0.117895
1.134975 19.500825 0.117900
1.135022 19.338323 0.117901
1.135911 19.402696 0.117927
1.136476 19.490470 0.117944
1.136951 19.451806 0.117957
1.137010 19.357765 0.117959
1.137053 19.566045 0.117960
1.137504 19.534648 0.117973
1.138005 19.330580 0.117988
1.138174 19.556208 0.117993
1.138406 19.394002 0.118000
1.138535 19.508865 0.118004
1.138606 19.453215 0.118006
1.138630 19.419021 0.118006
1.138952 19.646082 0.118016
1.139539 19.285559 0.118033
1.139567 19.555360 0.118034
1.139577 19.594890 0.118034
1.139869 19.546369 0.118042
1.139921 19.709460 0.118044
1.140105 19.466087 0.118049
1.140308 19.493117 0.118055
1.140550 19.494381 0.118062
1.140777 19.357201 0.118069
1.141069 19.569794 0.118077
1.141089 19.726571 0.118078
1.141721 19.412994 0.118097
1.141819 19.470436 0.118099
1.141900 19.533237 0.118102
1.142288 19.575550 0.118113
1.142749 19.305113 0.118127
1.142830 19.337810 0.118129
1.142904 19.470438 0.118131
1.142958 19.452772 0.118133
1.143077 19.560735 0.118136
1.143404 19.541293 0.118146
1.143809 19.658954 0.118158
1.144020 19.395516 0.118164
1.144117 19.695965 0.118167
1.144358 19.566364 0.118174
1.144787 19.565353 0.118186
1.144963 19.529564 0.118191
1.145210 19.492204 0.118199
1.145671 19.456726 0.118212
1.146586 19.578147 0.118239
1.146785 19.548608 0.118245
1.146969 19.760713 0.118250
1.147032 19.535760 0.118252
1.147520 19.480989 0.118266
1.148180 19.495814 0.118286
1.148539 19.321124 0.118296
1.148630 19.549866 0.118299
1.148711 19.492498 0.118301
1.148838 19.627697 0.118305
1.149004 19.536065 0.118310
1.149116 19.335724 0.118313
1.149192 19.841987 0.118315
1.150653 19.496409 0.118358
1.150660 19.592619 0.118358
1.151236 19.595380 0.118375
1.151884 19.638588 0.118394
1.151914 19.695728 0.118395
1.152360 19.651800 0.118408
1.152424 19.567370 0.118410
1.152534 19.751167 0.118414
1.152758 19.423236 0.118420
1.153731 19.660978 0.118449
1.154066 19.668523 0.118459
1.154715 19.687368 0.118478
1.154814 19.479109 0.118481
1.155095 19.532487 0.118489
1.155805 19.718358 0.118510
1.156001 19.554576 0.118516
1.156270 19.634635 0.118524
1.156402 19.618462 0.118527
1.156552 19.543606 0.118532
1.156791 19.492344 0.118539
1.157153 19.432817 0.118550
1.157233 19.672628 0.118552
1.157859 19.549158 0.118570
1.158001 19.602840 0.118575
1.158001 19.439434 0.118575
1.158099 19.637821 0.118578
1.158566 19.557293 0.118591
1.158707 19.606282 0.118595
1.158730 19.663691 0.118596
1.159072 19.383345 0.118606
1.159901 19.504278 0.118631
1.160099 19.550842 0.118637
1.160201 19.205738 0.118640
1.160788 19.622816 0.118657
1.160892 19.597728 0.118660
1.160911 19.743894 0.118661
1.161483 19.636397 0.118678
1.161811 19.539483 0.118687
1.161872 19.575859 0.118689
1.162025 19.529691 0.118694
1.162399 19.523929 0.118705
1.162453 19.599381 0.118706
1.162481 19.329993 0.118707
1.162747 19.534361 0.118715
1.162927 19.764295 0.118720
1.164839 19.479350 0.118777
1.165570 19.590009 0.118799
1.166596 19.574018 0.118829
1.166808 19.801813 0.118835
1.167001 19.597181 0.118841
1.167018 19.553235 0.118842
1.167151 19.811506 0.118845
1.167226 19.555915 0.118848
1.167270 19.455235 0.118849
1.167605 19.520396 0.118859
1.167783 19.502365 0.118864
1.167983 19.481049 0.118870
1.168085 19.574562 0.118873
1.168286 19.746238 0.118879
1.168672 19.772990 0.118891
1.168835 19.608226 0.118895
1.169364 19.879739 0.118911
1.169718 19.734752 0.118922
1.170189 19.737923 0.118936
1.171312 19.570663 0.118969
1.172079 19.666651 0.118992
1.172214 19.517287 0.118996
1.172418 19.604610 0.119002
1.172569 19.685153 0.119007
1.172679 19.673581 0.119010
1.174077 19.519887 0.119051
1.174918 19.596204 0.119077
1.175339 19.492972 0.119089
1.175414 19.620016 0.119091
1.175524 19.512724 0.119095
1.175993 19.656120 0.119109
1.176782 19.695106 0.119132
1.176928 19.574668 0.119137
1.177243 19.373464 0.119146
1.177474 19.802415 0.119153
1.178577 19.623829 0.119186
1.178615 19.753686 0.119187
1.178683 19.704694 0.119189
1.178909 20.026470 0.119196
1.178960 19.662594 0.119197
1.179101 19.606224 0.119201
1.179173 19.548195 0.119204
1.179322 19.508516 0.119208
1.179342 19.749898 0.119209
1.179445 19.573266 0.119212
1.180179 19.608606 0.119234
1.180373 19.659563 0.119239
1.180451 19.683400 0.119242
1.180504 19.581418 0.119243
1.180764 19.643830 0.119251
1.180865 19.682867 0.119254
1.180954 19.542964 0.119257
1.181070 19.387722 0.119260
1.181701 19.594290 0.119279
1.181712 19.624141 0.119280
1.181899 19.616927 0.119285
1.182346 19.589825 0.119299
1.182708 19.695500 0.119309
1.183038 19.578114 0.119319
1.183257 19.528337 0.119326
1.185743 19.585119 0.119400
1.185823 19.463100 0.119403
1.186235 19.570466 0.119415
1.186584 19.434719 0.119426
1.186588 19.643938 0.119426
1.186705 19.708636 0.119429
1.186866 19.881552 0.119434
1.187153 19.496268 0.119443
1.187184 19.700984 0.119444
1.187372 19.514362 0.119449
1.187678 19.469457 0.119459
1.187690 19.731999 0.119459
1.188102 19.599780 0.119471
1.188213 19.584088 0.119475
1.188256 19.834977 0.119476
1.188777 19.635277 0.119492
1.188805 19.780576 0.119492
1.188957 19.442538 0.119497
1.189061 19.403761 0.119500
1.189254 19.760917 0.119506
1.189352 19.829171 0.119509
1.189933 19.634765 0.119526
1.190172 19.574543 0.119534
1.190242 19.597204 0.119536
1.190489 19.468112 0.119543
1.190743 19.570097 0.119551
1.190865 19.577486 0.119554
1.190918 19.653509 0.119556
1.191347 19.708609 0.119569
1.191620 19.813688 0.119577
1.191879 19.645317 0.119585
1.192515 19.867540 0.119604
